time,open,close,high,low,volume,Unnamed: 0
1641112500000,6.9249,6.9249,6.9249,6.9249,607.44,
1641112620000,6.8997,6.8997,6.8997,6.8997,606.028,
1641112680000,6.8975,6.8966,6.8975,6.8966,14.8503,
1641112860000,6.884,6.8606,6.884,6.8606,645.54021257,
1641112920000,6.8605,6.8603,6.8605,6.8603,2.7762,
1641114480000,6.8603,6.8568,6.8603,6.8568,38.306,
1641116520000,6.8779,6.8865,6.8865,6.8779,676.639,
1641118020000,6.905,6.905,6.905,6.905,18.8,
1641121800000,6.9054,6.9054,6.9054,6.9054,0.41639,
1641125880000,6.9111,6.9197,6.9197,6.9111,337.213,
1641130260000,6.9091,6.9091,6.9091,6.9091,5.3466,
1641137340000,6.9318,6.9318,6.9318,6.9318,172.77,
1641137460000,6.9317,6.9317,6.9317,6.9317,170.33,
1641137820000,6.9201,6.9201,6.9201,6.9201,168.306,
1641139440000,6.9314,6.9314,6.9314,6.9314,256.604,
1641141900000,6.9412,6.9465,6.9465,6.9412,184.16,
1641142080000,6.9408,6.9408,6.9408,6.9408,3.60189027,
1641142260000,6.9493,6.9493,6.9493,6.9493,256.251,
1641142500000,6.9646,6.9733,6.9733,6.9646,671.573,
1641144000000,6.9975,6.9975,6.9975,6.9975,10.903,
1641151020000,6.9995,7.0083,7.0083,6.9995,309.032,
1641154860000,6.9779,6.9779,6.9779,6.9779,4.851,
1641155220000,6.978,6.978,6.978,6.978,3.8633,
1641155580000,6.9781,6.9781,6.9781,6.9781,3.3375,
1641155640000,6.9933,6.9933,6.9933,6.9933,3.2142,
1641155700000,6.9781,6.9781,6.9781,6.9781,3.102,
1641155760000,6.9934,6.9934,6.9934,6.9934,7.8894,
1641156060000,6.9783,6.9783,6.9783,6.9783,2.5728,
1641156120000,6.9935,6.9935,6.9935,6.9935,2.4779,
1641168480000,6.9718,6.9718,6.9718,6.9718,50.0,
1641168540000,6.9427,6.9427,6.9427,6.9427,29.462,
1641181140000,6.9265,6.9265,6.9265,6.9265,111.689,
1641181260000,6.9307,6.9307,6.9307,6.9307,111.0,
1641181320000,6.9353,6.9353,6.9353,6.9353,111.0,
1641181800000,6.9399,6.9399,6.9399,6.9399,111.0,
1641185700000,6.9265,6.9265,6.9265,6.9265,29.595,
1641185760000,6.9265,6.9265,6.9265,6.9265,29.359,
1641185940000,6.9265,6.9265,6.9265,6.9265,5.62294,
1641186060000,6.9265,6.9265,6.9265,6.9265,46.42306,
1641208020000,6.9133,6.9133,6.9133,6.9133,256.862,
1641215460000,6.9032,6.9032,6.9032,6.9032,3.3188,
1641219540000,6.8928,6.8928,6.8928,6.8928,50.0,
1641220680000,6.9108,6.9108,6.9108,6.9108,256.141,
1641224700000,6.9274,6.9274,6.9274,6.9274,10.313,
1641240480000,6.8568,6.8508,6.8568,6.8508,67.1378,
1641241980000,6.8507,6.8499,6.8507,6.8499,9.39168648,
1641242400000,6.8499,6.8482,6.8499,6.8482,19.340000000000003,
1641242460000,6.8544,6.8469,6.8544,6.8469,27.499,
1641243060000,6.8469,6.8466,6.8469,6.8466,3.6556,
1641243720000,6.8466,6.8461,6.8466,6.8461,4.99,
1641245400000,6.8461,6.8406,6.8461,6.8406,61.001000000000005,
1641271320000,6.854,6.8415,6.854,6.8415,7.3098,
1641274920000,6.8594,6.8594,6.8594,6.8594,0.001,
1641277800000,6.86,6.86,6.86,6.86,0.001,
1641279420000,6.8595,6.8595,6.8595,6.8595,0.001,
1641290460000,6.8555,6.8422,6.8555,6.8422,9.2639,
1641292260000,6.889,6.889,6.889,6.889,0.001,
1641292980000,6.8576,6.9194,6.9194,6.8576,3120.1800000000003,
1641297480000,6.9812,6.9812,6.9812,6.9812,95.23,
1641297660000,6.941,6.941,6.941,6.941,1694.55618,
1641297720000,6.9194,6.8942,6.9194,6.8942,278.35218,
1641297780000,6.9015,6.9101,6.9101,6.9015,675.0709999999999,
1641304800000,6.9235,6.9235,6.9235,6.9235,111.707,
1641304860000,6.9335,6.9335,6.9335,6.9335,256.53,
1641310860000,6.9335,6.9335,6.9335,6.9335,2.0,
1641311280000,6.9396,6.9449,6.9449,6.9396,114.932109,
1641318900000,6.9443,6.9443,6.9443,6.9443,5.1327,
1641321240000,6.928,6.9087,6.928,6.9087,122.18246,
1641322080000,6.924,6.924,6.924,6.924,0.18346,
1641322140000,6.9087,6.9087,6.9087,6.9087,6.6647,
1641322320000,6.9239,6.9239,6.9239,6.9239,6.4713,
1641322380000,6.9087,6.9087,6.9087,6.9087,6.3474,
1641322440000,6.9087,6.9087,6.9087,6.9087,376.4644,
1641322500000,6.9087,6.9087,6.9087,6.9087,6.3192,
1641322560000,6.9087,6.9087,6.9087,6.9087,194.74953,
1641322620000,6.9087,6.9008,6.9087,6.9008,300.0,
1641329520000,6.8802,6.8802,6.8802,6.8802,37.19,
